Temperature,Velocity,Server_1_Power,Server_2_Power,Server_3_Power,Server_4_Power,Server_5_Power,Server_6_Power,Server_7_Power,Server_8_Power,Server_9_Power,Server_10_Power,Server_11_Power,Server_12_Power,images
290,1.75,50,75,0,75,50,0,50,50,0,0,0,100,dp52
295,1.75,0,0,0,0,75,100,50,0,75,75,75,50,dp53
290,1.75,0,100,100,75,50,50,50,100,75,0,100,75,dp54
295,1.75,75,0,0,0,50,0,75,0,75,100,50,100,dp55
299,2.22,100,75,100,75,0,0,75,0,50,100,50,100,dp56
299,1.75,0,50,0,100,75,75,50,0,0,50,75,100,dp57
290,1.75,50,100,75,0,75,50,0,50,50,75,50,75,dp58
299,2.65,0,75,0,75,100,100,50,75,75,0,50,75,dp59
299,1.75,50,100,75,75,50,75,50,75,0,50,75,100,dp60
295,2.65,75,100,100,0,50,75,0,75,100,50,75,75,dp61
290,2.22,100,75,75,100,0,100,0,50,0,0,50,0,dp62
295,1.75,100,0,50,100,50,50,75,75,50,50,50,75,dp63
295,2.65,75,0,0,50,100,100,75,75,75,50,100,0,dp64
295,2.65,50,0,0,50,0,100,0,100,100,100,75,0,dp65
295,2.22,50,50,0,75,75,100,0,0,50,0,75,0,dp66
295,1.75,50,100,50,50,100,50,50,0,0,100,0,0,dp67
295,1.75,50,75,0,75,0,0,100,100,100,75,50,0,dp68
295,2.65,0,0,75,100,50,75,100,75,50,100,75,50,dp69
290,1.75,0,50,0,75,100,100,75,100,100,0,75,50,dp70
299,2.65,0,75,0,50,50,75,50,0,50,0,0,50,dp71
295,1.75,75,100,50,0,0,50,75,75,0,0,75,100,dp72
295,2.65,50,0,0,75,50,75,50,50,50,0,100,75,dp73
295,1.75,100,75,50,0,100,0,75,0,0,100,50,0,dp74
295,2.22,50,75,0,100,75,75,100,0,0,75,0,50,dp75
295,1.75,100,50,0,75,100,0,0,75,75,50,100,100,dp76
295,1.75,75,50,100,75,0,100,50,50,50,0,100,100,dp77
299,2.22,0,100,0,0,0,50,100,0,100,50,0,75,dp78
299,1.75,50,75,100,100,50,100,75,0,0,0,50,100,dp79
295,2.22,75,100,100,100,0,75,75,100,0,0,75,0,dp80
299,1.75,0,0,50,100,75,75,50,100,75,0,75,0,dp81
290,2.65,50,0,75,75,75,50,50,100,75,0,50,75,dp82
295,2.65,75,50,100,50,50,0,0,100,75,50,100,0,dp83
290,1.75,50,75,0,0,0,100,75,50,100,100,100,0,dp84
290,1.75,75,100,50,75,50,75,50,0,100,50,75,100,dp85
295,1.75,100,75,50,0,0,50,100,100,100,100,50,100,dp86
299,2.65,75,100,0,100,50,0,50,50,0,50,50,100,dp87
290,1.75,75,50,50,50,100,75,0,100,100,75,75,100,dp88
295,2.65,0,100,75,0,75,0,50,75,75,100,75,75,dp89
290,2.22,50,75,50,50,50,50,0,100,0,75,0,0,dp90
290,2.65,75,75,75,0,0,75,100,100,50,75,50,100,dp91
290,2.65,50,75,75,75,0,50,100,100,100,0,0,75,dp92
290,2.22,100,0,75,100,50,75,0,0,75,75,0,50,dp93
299,2.65,100,50,75,50,0,75,100,0,0,100,100,50,dp94
290,1.75,75,100,100,75,100,100,50,0,0,0,0,100,dp95
290,1.75,75,75,50,50,100,75,75,0,100,100,0,100,dp96
290,2.65,100,50,75,100,50,75,0,50,50,75,0,50,dp97
299,1.75,100,100,100,0,50,100,0,100,75,50,50,0,dp98
290,2.65,0,50,100,100,75,100,0,0,100,0,50,50,dp99
290,1.75,100,50,50,75,75,50,100,75,0,0,0,100,dp100
299,1.75,50,0,100,75,50,75,100,0,0,100,0,50,dp101
299,2.65,100,75,100,50,50,100,100,0,50,100,100,50,dp102
299,1.75,100,0,50,0,0,0,0,50,0,0,100,50,dp103
290,2.65,50,75,50,50,75,50,50,50,50,75,50,50,dp104
299,1.75,75,100,0,100,75,0,75,75,50,0,50,0,dp105
299,1.75,75,75,100,0,50,100,100,100,50,100,50,100,dp106
290,2.22,50,75,75,75,75,75,100,100,100,50,50,50,dp107
299,2.22,50,75,75,75,0,100,50,50,75,50,50,100,dp108
290,2.65,75,100,0,0,0,75,50,75,75,50,100,0,dp109
295,2.22,100,0,75,0,75,100,75,100,50,50,50,75,dp110
299,2.65,50,0,100,100,0,75,75,100,50,75,75,0,dp111
295,2.22,0,50,75,75,0,75,100,0,50,0,75,50,dp112
290,1.75,0,100,100,0,100,100,100,50,100,100,100,50,dp113
299,2.65,0,75,100,0,100,50,0,50,100,100,50,75,dp114
290,2.65,50,100,50,75,50,75,75,50,50,0,100,75,dp115
295,1.75,0,50,100,0,75,0,75,50,100,100,100,50,dp116
290,2.65,75,50,100,50,50,50,75,0,0,50,0,0,dp117
299,2.65,50,50,100,0,75,50,100,75,0,100,50,75,dp118
299,2.22,50,0,75,0,0,100,50,75,0,0,75,0,dp119
295,2.65,100,100,100,100,0,75,75,75,75,50,75,50,dp120
290,1.75,50,100,50,0,50,100,50,0,0,0,100,100,dp121
299,2.22,75,100,0,0,100,50,100,100,0,75,0,75,dp122
295,2.22,0,100,0,0,0,100,100,100,100,75,75,50,dp123
299,1.75,100,75,0,100,50,50,50,0,75,0,100,50,dp124
299,1.75,0,0,75,75,50,0,0,75,0,0,0,75,dp125
290,2.22,50,100,50,100,0,50,100,75,75,50,50,0,dp126
299,2.65,50,0,0,75,75,100,75,75,50,75,100,50,dp127
290,2.22,100,75,100,50,0,100,100,50,50,100,75,100,dp128
299,1.75,50,0,0,75,100,0,100,50,0,75,50,75,dp129
295,2.22,50,0,75,75,50,75,50,50,50,50,0,50,dp130
299,1.75,100,75,100,0,100,75,100,0,50,100,0,0,dp131
290,2.22,75,75,100,50,0,100,0,0,50,50,100,50,dp132
290,2.65,50,100,50,75,0,0,0,0,100,0,0,0,dp133
295,2.22,0,75,0,75,100,50,0,50,50,100,50,75,dp134
299,2.22,50,50,50,0,0,75,75,0,75,0,100,50,dp135
299,1.75,50,75,0,0,75,0,100,50,75,75,0,75,dp136
295,1.75,100,0,0,0,0,100,0,75,100,50,50,75,dp137
299,1.75,75,100,50,50,50,50,50,0,75,0,50,100,dp138
299,2.22,100,50,50,100,0,0,50,0,100,0,50,100,dp139
290,2.65,0,75,100,100,75,75,100,75,50,50,50,100,dp140
299,1.75,75,75,0,0,75,75,75,100,75,0,100,75,dp141
299,1.75,0,100,75,75,75,100,0,0,50,75,50,50,dp142
295,2.22,0,100,100,0,100,50,75,0,75,100,75,100,dp143
295,1.75,100,50,100,50,50,50,0,0,100,50,0,50,dp144
290,2.65,75,75,75,100,50,75,0,75,75,75,100,0,dp145
299,2.65,50,0,50,100,100,100,100,50,75,50,0,100,dp146
299,1.75,100,0,50,75,75,0,75,50,50,0,50,100,dp147
299,1.75,0,50,0,75,50,100,50,0,0,50,100,100,dp148
290,2.22,100,0,50,75,0,100,50,100,75,100,100,75,dp149
290,2.65,50,0,50,75,100,50,0,75,50,0,75,0,dp150
295,2.65,75,100,50,0,75,0,0,50,100,0,75,75,dp151
290,1.75,100,75,100,75,50,0,50,0,0,0,50,0,dp152
299,2.22,50,100,75,75,0,50,75,50,50,0,75,0,dp153
299,2.65,0,75,75,100,100,50,75,100,50,50,50,100,dp154
290,2.65,75,0,50,100,100,0,0,100,75,0,100,0,dp155
299,2.22,75,50,0,75,100,0,0,100,50,100,0,100,dp156
299,2.22,75,100,0,100,50,100,50,75,50,100,0,50,dp157
290,2.65,75,50,50,50,75,100,50,50,0,75,50,75,dp158
290,2.65,50,100,100,50,100,50,100,0,0,0,75,75,dp159
299,2.22,0,75,100,50,50,50,0,75,100,100,0,100,dp160
299,2.65,100,100,100,75,100,50,0,75,100,75,100,50,dp161
299,1.75,0,100,100,100,100,0,0,50,0,100,50,50,dp162
295,1.75,50,100,75,100,0,0,100,100,50,100,50,0,dp163
295,2.22,50,100,0,75,50,0,50,0,0,50,75,0,dp164
295,2.22,0,0,75,75,100,50,75,50,100,50,75,50,dp165
290,2.22,75,50,75,75,50,100,0,100,50,100,75,0,dp166
295,1.75,50,50,50,0,75,50,100,50,50,50,50,75,dp167
290,2.65,100,75,100,50,0,75,0,75,50,75,50,75,dp168
290,1.75,50,50,100,50,100,50,0,50,0,0,50,0,dp169
295,2.65,100,75,50,0,50,100,50,50,0,100,75,75,dp170
295,1.75,0,50,0,0,0,50,100,0,50,100,0,75,dp171
295,2.65,100,0,100,100,100,100,100,100,0,75,50,100,dp172
299,1.75,50,0,100,75,50,100,0,75,50,50,100,75,dp173
295,2.22,75,75,75,0,75,50,50,0,50,50,75,50,dp174
299,1.75,0,75,100,75,0,75,75,0,75,0,0,100,dp175
290,2.65,50,50,75,75,100,100,100,0,100,100,75,100,dp176
299,1.75,0,0,75,100,100,0,100,100,100,50,75,50,dp177
295,1.75,75,0,100,75,50,100,0,75,75,75,100,50,dp178
290,1.75,50,75,0,0,50,0,50,75,50,50,75,0,dp179
290,2.22,50,50,75,0,50,75,50,100,75,0,0,0,dp180
290,1.75,0,50,50,0,0,0,50,0,0,100,100,0,dp181
299,2.22,75,0,100,75,75,0,100,100,75,0,50,50,dp182
295,2.22,100,50,100,100,100,50,100,75,0,0,100,0,dp183
290,1.75,50,50,0,50,0,0,0,100,0,100,0,0,dp184
290,1.75,0,50,100,100,0,0,50,50,50,100,100,100,dp185
290,1.75,0,100,75,75,50,100,75,50,100,0,75,0,dp186
299,2.65,100,75,100,0,75,0,100,100,0,75,0,100,dp187
299,1.75,0,100,0,75,75,0,0,75,100,75,100,0,dp188
295,2.22,0,100,0,100,50,75,50,100,75,100,75,75,dp189
299,1.75,75,75,100,75,75,50,0,0,50,50,100,100,dp190
290,2.65,100,50,50,75,100,100,100,0,75,100,100,100,dp191
295,1.75,0,0,50,75,50,75,0,100,50,100,50,0,dp192
290,2.65,0,0,50,75,50,75,50,50,0,100,100,75,dp193
290,2.65,100,50,50,0,0,100,75,100,100,100,100,50,dp194
299,1.75,75,50,75,0,100,50,75,0,0,100,75,50,dp195
295,2.22,100,50,0,50,50,100,50,100,0,100,100,75,dp196
299,2.65,50,0,100,0,75,50,100,50,75,75,0,100,dp197
299,1.75,0,75,50,0,0,50,0,50,100,50,100,50,dp198
295,1.75,75,75,100,100,75,100,50,50,75,0,50,100,dp199
290,2.22,0,0,50,50,0,0,75,100,75,50,75,75,dp200
290,2.65,75,75,100,100,0,50,75,0,0,0,100,75,dp201
295,2.65,75,50,75,75,0,50,75,100,75,0,100,0,dp202
290,1.75,75,100,50,50,100,100,0,100,0,75,0,100,dp203
295,1.75,100,75,100,100,50,50,75,0,50,0,100,50,dp204
295,2.22,75,75,75,50,0,100,0,0,100,100,50,50,dp205
299,2.22,50,50,50,100,0,50,50,0,50,0,0,100,dp206
295,2.65,75,100,75,75,75,50,100,75,0,50,100,75,dp207
299,2.65,0,100,100,50,100,50,75,50,0,50,0,50,dp208
290,1.75,100,75,0,50,50,50,100,100,0,0,100,0,dp209
290,2.65,75,75,100,0,50,75,100,0,100,50,75,100,dp210
290,2.22,100,100,50,100,50,50,50,75,75,100,100,75,dp211
290,2.22,0,75,50,75,50,100,0,100,50,50,50,0,dp212
299,1.75,75,100,100,75,100,0,100,50,75,0,75,0,dp213
290,2.22,50,75,100,0,75,100,75,75,75,0,100,50,dp214
295,2.22,0,0,0,50,100,100,100,75,75,75,50,75,dp215
295,2.22,50,100,75,75,0,50,100,0,0,100,0,50,dp216
295,2.22,50,75,0,75,0,50,50,50,0,50,0,75,dp217
299,1.75,0,75,0,75,50,75,50,50,75,0,0,100,dp218
290,1.75,0,100,0,0,50,100,0,100,50,50,100,50,dp219
290,2.65,75,75,50,75,0,100,0,100,50,0,50,50,dp220
290,2.22,100,100,100,0,75,100,100,0,100,0,50,100,dp221
299,2.65,100,50,50,50,100,75,75,75,100,50,100,50,dp222
295,1.75,100,100,50,75,50,0,0,50,100,0,0,100,dp223
295,1.75,100,75,100,50,50,75,0,0,100,50,0,75,dp224
290,1.75,75,50,75,75,50,100,100,75,100,100,75,100,dp225
295,1.75,75,0,50,50,100,100,100,50,0,0,50,0,dp226
295,1.75,50,0,75,75,50,0,100,0,75,75,0,0,dp227
299,1.75,100,100,0,0,0,0,50,0,100,75,50,0,dp228
299,1.75,75,50,75,0,0,100,0,0,50,100,50,75,dp229
299,2.22,0,75,50,0,0,50,50,50,50,50,0,50,dp230
299,2.65,0,0,50,50,100,0,50,50,50,100,100,75,dp231
290,1.75,0,75,50,100,100,75,100,50,100,75,50,75,dp232
299,2.22,100,75,75,0,100,100,75,0,100,50,75,100,dp233
295,2.22,50,100,50,75,100,100,0,75,50,100,100,50,dp234
290,2.65,75,0,0,100,50,100,50,0,75,50,0,100,dp235
295,1.75,50,75,100,100,0,50,100,75,50,75,100,75,dp236
295,2.65,0,75,50,75,75,0,75,75,100,100,50,100,dp237
295,1.75,100,100,100,0,100,0,0,100,75,0,75,75,dp238
299,2.22,100,50,100,50,50,100,100,50,100,50,75,100,dp239
299,2.22,75,0,75,75,50,75,100,50,0,100,0,75,dp240
290,2.22,100,100,0,100,100,100,75,0,100,50,50,50,dp241
290,2.22,50,75,100,0,100,75,50,75,100,0,75,0,dp242
299,2.65,75,0,0,50,0,50,100,100,50,50,75,75,dp243
295,1.75,75,100,75,0,0,75,0,100,0,100,50,50,dp244
290,1.75,50,50,0,75,0,100,0,0,100,50,50,50,dp245
299,2.65,75,100,100,0,75,50,75,100,100,0,0,100,dp246
299,1.75,50,50,75,100,100,50,50,100,0,100,100,50,dp247
299,2.22,50,0,0,75,100,50,0,75,75,50,50,75,dp248
295,1.75,0,75,100,100,50,0,0,100,75,50,75,75,dp249
299,2.22,75,0,100,0,100,50,50,75,100,100,100,75,dp250
299,2.65,75,50,0,100,100,0,100,75,75,100,75,75,dp251
299,1.75,100,50,0,75,50,75,75,0,75,0,0,0,dp252
299,2.65,50,100,50,100,100,0,75,0,75,100,0,75,dp253
290,1.75,50,75,0,50,75,75,75,75,75,50,100,50,dp254
290,2.22,50,50,100,0,100,50,75,75,50,75,50,75,dp255
299,2.65,100,0,0,100,100,50,50,50,75,50,100,0,dp256
295,1.75,75,50,75,75,50,75,0,100,100,0,75,50,dp257
290,2.22,75,0,75,100,75,0,100,75,75,100,50,100,dp258
299,2.65,50,0,0,100,100,0,50,0,100,0,100,100,dp259
290,2.65,0,50,75,0,75,0,75,50,50,0,100,75,dp260
290,1.75,100,100,100,50,0,0,50,50,0,100,75,75,dp261
295,1.75,75,100,0,50,0,100,50,100,75,75,100,50,dp262
299,1.75,50,0,75,0,0,100,100,0,75,100,0,0,dp263
299,2.22,0,0,0,0,100,75,0,50,100,100,0,100,dp264
295,1.75,0,75,75,100,100,50,100,50,75,75,0,75,dp265
295,2.65,50,100,0,50,100,0,75,50,100,0,0,75,dp266
299,2.65,100,75,75,100,100,100,50,100,0,75,50,100,dp267
299,1.75,50,100,50,75,75,0,0,100,75,50,50,50,dp268
295,1.75,0,50,0,0,100,50,50,75,100,75,100,50,dp269
290,2.65,0,0,0,0,0,75,100,50,75,100,0,100,dp270
290,2.22,100,0,0,0,50,0,50,0,50,100,75,100,dp271
295,1.75,100,0,50,75,0,0,0,100,50,50,75,50,dp272
290,1.75,50,0,0,100,0,0,0,0,100,0,75,75,dp273
295,2.65,75,75,0,75,0,100,75,50,75,75,0,75,dp274
290,1.75,50,0,0,100,100,75,100,100,100,0,0,0,dp275
290,2.22,100,0,100,0,0,50,75,100,50,0,100,0,dp276
299,2.65,75,50,75,50,0,75,75,0,75,100,50,50,dp277
299,1.75,50,100,50,0,75,100,50,0,75,75,100,100,dp278
290,2.65,100,0,0,100,50,75,75,0,75,50,75,0,dp279
290,1.75,0,50,50,75,75,0,50,50,50,75,50,0,dp280
299,1.75,0,75,100,75,100,50,75,0,50,0,50,75,dp281
299,1.75,100,50,100,50,0,0,50,100,75,75,0,75,dp282
299,2.22,0,75,50,0,0,50,0,75,75,0,75,100,dp283
295,2.22,0,50,100,0,50,75,50,100,75,0,75,0,dp284
290,2.65,0,50,50,50,100,100,50,100,75,75,100,100,dp285
299,1.75,75,0,75,75,100,75,100,100,50,75,0,50,dp286
290,1.75,100,100,0,100,75,50,100,100,0,75,100,0,dp287
295,2.22,100,0,0,75,100,75,0,50,100,50,100,75,dp288
295,1.75,75,75,75,75,50,75,0,0,50,100,0,100,dp289
299,2.22,50,100,100,100,100,50,0,75,100,0,0,50,dp290
295,1.75,0,50,100,100,75,75,75,0,100,50,75,50,dp291
290,2.65,50,75,100,75,50,75,50,50,75,0,75,0,dp292
299,1.75,50,50,0,50,0,0,50,100,0,75,75,50,dp293
290,1.75,100,50,100,0,0,0,0,75,75,50,100,0,dp294
290,2.22,0,100,100,50,100,0,0,0,0,0,50,0,dp295
295,1.75,50,0,75,75,75,75,50,50,100,0,75,50,dp296
295,1.75,0,0,50,75,100,0,100,75,75,100,75,0,dp297
295,2.22,100,75,100,0,75,0,75,50,75,100,75,0,dp298
295,2.65,0,75,100,50,100,50,0,100,50,75,0,75,dp299
295,2.65,0,100,100,0,0,0,100,50,75,75,100,75,dp300
299,2.22,0,50,75,50,0,75,100,50,0,50,75,75,dp301
290,2.22,100,0,0,100,100,0,50,50,100,50,0,75,dp302
290,2.22,75,50,100,100,100,100,100,50,75,75,50,100,dp303
290,2.22,50,75,0,50,100,75,75,75,75,100,0,75,dp304
290,2.22,50,0,75,0,50,75,50,100,75,75,75,75,dp305
295,2.65,100,75,0,75,100,75,0,100,100,0,0,0,dp306
290,2.65,0,0,100,100,75,75,50,75,75,0,0,75,dp307
299,2.22,50,0,75,75,100,50,100,50,0,50,75,75,dp308
299,1.75,50,50,50,100,50,0,100,100,50,0,100,75,dp309
290,2.22,100,50,0,50,75,75,75,50,100,50,0,100,dp310
290,1.75,75,50,75,75,0,100,0,0,0,75,0,0,dp311
299,2.22,100,100,0,100,100,0,75,0,100,75,50,75,dp312
299,2.22,100,75,0,50,50,50,100,100,50,75,50,75,dp313
295,2.65,75,100,75,50,100,0,0,100,50,0,0,75,dp314
299,1.75,75,50,100,50,100,0,75,50,50,100,100,50,dp315
295,1.75,100,50,50,50,0,100,75,75,100,50,75,75,dp316
295,2.65,100,75,50,100,50,75,75,50,0,75,0,75,dp317
295,2.65,0,0,0,50,0,0,0,75,0,75,0,0,dp318
295,2.65,50,75,0,75,75,100,50,50,50,100,100,50,dp319
295,2.65,100,100,100,50,50,50,100,50,100,0,100,75,dp320
290,1.75,50,50,75,100,0,75,75,100,50,100,75,75,dp321
299,1.75,50,50,50,100,50,75,75,0,100,0,75,0,dp322
295,2.22,75,0,50,0,50,50,100,50,50,0,75,100,dp323
299,2.22,50,100,0,50,0,100,0,100,0,100,75,0,dp324
299,2.65,0,75,75,0,75,50,100,100,100,50,75,75,dp325
295,2.65,0,75,0,50,100,100,100,75,0,0,50,75,dp326
290,2.65,50,0,0,100,75,0,100,75,50,75,75,0,dp327
295,2.22,0,75,0,0,0,100,100,75,0,100,75,0,dp328
290,2.22,50,0,0,100,75,75,100,0,50,0,0,50,dp329
299,2.22,100,75,100,100,0,75,75,100,50,100,50,75,dp330
290,2.22,100,0,100,75,0,0,50,0,0,100,75,50,dp331
290,2.22,100,0,0,50,75,50,100,50,0,100,0,75,dp332
290,2.22,0,0,50,0,100,100,75,100,50,75,100,50,dp333
299,2.22,100,100,0,100,100,50,50,0,100,0,100,75,dp334
299,2.65,75,0,0,0,50,50,50,0,100,75,0,50,dp335
290,2.65,50,0,0,50,100,50,50,0,100,50,50,75,dp336
290,2.65,0,75,75,50,0,100,50,100,100,0,75,0,dp337
295,2.65,100,50,100,50,50,0,100,75,100,100,75,0,dp338
290,2.22,100,100,50,100,75,50,0,50,75,75,50,0,dp339
295,1.75,50,0,50,75,100,100,0,0,0,75,50,75,dp340
290,2.22,100,0,50,100,100,100,75,0,100,0,75,100,dp341
295,1.75,75,75,0,100,75,100,0,75,0,100,100,0,dp342
299,2.65,50,75,100,100,75,0,0,0,50,50,100,0,dp343
290,2.22,75,100,75,100,50,100,50,100,0,75,0,100,dp344
290,2.65,100,100,50,75,75,100,100,50,0,0,75,50,dp345
290,2.22,100,75,50,0,50,0,50,75,0,75,75,0,dp346
290,2.65,0,100,100,100,75,75,100,75,75,0,0,75,dp347
295,1.75,100,50,100,50,100,0,75,75,0,50,50,50,dp348
290,1.75,0,50,0,100,100,0,75,100,50,0,50,50,dp349
299,1.75,75,50,75,100,0,50,0,50,0,50,50,50,dp350
299,2.22,50,50,50,50,50,50,0,75,50,75,50,50,dp351
290,1.75,0,100,100,0,75,100,0,0,100,75,0,50,dp352
299,2.22,75,75,100,100,50,0,100,100,75,100,100,100,dp353
290,1.75,100,75,50,50,0,100,75,0,0,50,75,75,dp354
290,1.75,75,50,50,50,50,50,100,100,75,0,75,0,dp355
299,2.22,50,0,75,75,0,100,50,50,75,100,0,50,dp356
290,2.22,100,50,100,100,75,50,0,75,75,0,75,100,dp357
299,1.75,100,50,50,0,50,100,0,0,50,100,0,100,dp358
295,2.22,100,100,50,75,75,0,100,50,100,100,50,75,dp359
290,1.75,100,100,75,50,0,75,0,0,75,100,0,0,dp360
295,2.22,50,100,0,50,100,75,75,50,75,0,100,0,dp361
299,2.65,0,75,0,75,100,100,0,50,75,75,0,75,dp362
295,2.65,75,50,50,0,50,0,100,0,100,0,75,50,dp363
295,2.65,100,0,50,0,50,50,0,100,100,75,50,75,dp364
299,2.65,75,0,0,0,50,0,0,50,50,100,0,0,dp365
295,2.65,0,100,0,100,75,100,75,0,75,100,50,75,dp366
295,1.75,75,0,100,75,75,75,75,50,100,0,0,50,dp367
299,2.65,100,75,50,100,75,50,100,0,0,100,0,100,dp368
295,2.65,75,100,75,50,100,50,0,75,100,50,75,75,dp369
299,2.65,0,0,75,75,100,75,100,75,0,100,50,0,dp370
295,2.65,100,100,50,100,75,50,0,0,75,0,100,100,dp371
299,2.22,75,0,0,75,50,0,50,0,0,0,0,100,dp372
299,1.75,50,50,0,0,50,100,75,75,50,0,0,100,dp373
295,2.65,75,100,75,50,75,100,100,100,50,75,75,100,dp374
295,2.65,75,0,0,0,75,50,50,50,50,0,0,100,dp375
295,2.65,75,75,50,0,50,100,75,75,50,100,75,100,dp376
290,1.75,100,50,0,50,0,100,0,100,75,75,75,50,dp377
290,2.22,50,100,75,50,75,50,0,0,75,100,50,50,dp378
290,1.75,0,0,100,100,100,75,0,75,0,0,50,0,dp379
299,2.22,0,75,0,75,100,0,0,75,100,50,100,75,dp380
295,2.65,100,75,75,50,0,75,75,50,75,0,50,0,dp381
299,2.65,0,50,75,0,0,0,0,50,50,100,100,0,dp382
290,1.75,75,0,75,0,100,100,75,0,75,100,0,0,dp383
295,1.75,75,50,75,100,100,100,100,100,50,0,75,75,dp384
299,2.22,100,75,100,50,50,0,50,50,0,75,100,100,dp385
295,2.22,75,0,75,50,0,0,0,100,75,0,0,0,dp386
299,1.75,75,100,50,100,0,100,100,50,75,75,100,100,dp387
295,2.22,75,75,50,0,100,75,100,100,75,50,100,50,dp388
290,1.75,75,0,0,100,75,50,100,75,75,50,100,75,dp389
290,2.22,75,75,50,100,100,100,100,0,0,100,50,0,dp390
295,1.75,75,0,75,100,0,50,0,0,0,100,50,0,dp391
299,1.75,50,100,75,0,50,50,100,0,75,50,0,75,dp392
290,1.75,50,50,75,75,100,0,0,100,50,75,75,75,dp393
290,2.22,50,75,75,100,50,0,100,100,0,100,50,75,dp394
290,2.22,50,0,0,100,50,50,0,50,0,50,50,50,dp395
295,2.22,0,100,50,0,0,50,50,100,0,0,75,0,dp396
295,1.75,100,75,75,75,50,50,0,75,100,50,100,100,dp397
299,2.22,50,50,50,50,75,75,75,75,0,75,50,100,dp398
299,2.22,75,0,50,100,100,75,100,75,75,50,50,0,dp399
299,1.75,50,50,75,50,75,75,50,0,0,100,100,50,dp400
295,2.65,0,75,100,75,100,50,0,100,0,75,50,0,dp401
295,1.75,50,0,75,75,50,75,100,0,75,100,50,100,dp402
299,2.22,50,50,0,0,100,0,0,0,100,75,0,0,dp403
299,1.75,100,75,0,50,100,0,0,50,50,100,100,50,dp404
295,2.65,100,50,0,50,50,75,50,50,75,100,75,0,dp405
